"product_id","short_description","full_description","meta_title","meta_keywords","full_image_description","full_text_description"
5674,"치즈가 풍부하고 맛있는 핫도그로 인기가 높습니다. 체다와 모짜렐라 치즈의 조합이 특히 맛있으며, 바삭한 식감과 풍성한 양으로 만족도가 높습니다. 간식이나 간단한 식사로 적합하며, 아이들에게도 인기가 많습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/135576299_0_39825a08.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/135576299_1_fb5cd935.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/135576299_2_fb5cd935.jpg""]",
5675,삼립 핫도그는 맛있고 바삭한 간식으로 인기가 높습니다. 크기가 적당하고 품질이 좋아 아이들에게 특히 좋습니다. 낱개 포장되어 있어 전자레인지나 에어프라이어로 간편하게 조리할 수 있습니다. 가격대비 가성비가 좋아 자주 구매하는 제품입니다.,,,,"",
5676,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071041822_0_ff221076.jpg""]",
5677,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070265363_0_6fd1b216.jpg""]",
5678,,,,,"",롯데 켄터키 핫도그 350g
5679,"맛있고 만족스러운 제품으로, 특히 행사 시 저렴한 가격에 구매할 수 있어 더욱 좋습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071101585_0_d7375336.jpg""]",
5680,"간편하고 맛있는 핫도그로 높은 만족도를 보입니다. 특히 소시지의 맛과 품질이 뛰어나며, 간식이나 아침 대용으로 편리합니다. 저렴한 가격에 구매할 수 있어 가성비가 좋습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071101579_0_00cef580.jpg""]",
5681,"옛날 맛 그대로의 부드럽고 맛있는 핫도그입니다. 크기가 작아 아이들 간식으로 적당하며, 전자레인지로 간편하게 조리할 수 있습니다. 가성비가 좋고 양도 많아 자주 구매하는 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071041799_0_a947b320.jpg""]",
5682,"간편하고 맛있는 간식으로 인기가 높습니다. 크고 탱글한 소시지와 맛있는 소스가 특징이며, 조리가 쉽습니다. 행사 때 구매하면 가성비가 좋습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070625289_0_747408a6.jpg""]",
5683,"고소하고 맛있는 순살 제품으로, 에어프라이어로 조리하기 편합니다. 아이들이 먹기 좋고 많은 고객이 재구매하는 인기 상품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071177621_0_a93bc114.jpg""]",
5684,"치킨의 맛과 품질이 우수하며, 특히 아이들이 좋아합니다. 가격도 저렴하고 양도 넉넉해 만족도가 높습니다. 염지와 튀김옷이 적당해 맛있게 즐길 수 있습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071233434_0_a9baae17.jpg""]",
5685,"목우촌 닭강정은 맛있고 신뢰할 수 있는 제품입니다. 특히 순살이라 아이들이 먹기 편하며, 양념과 간장 맛이 좋습니다. 행사 때 저렴하게 구매할 수 있어 더욱 만족스럽습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071177615_0_71b67b70.jpg""]",
5686,"맛있고 간편한 닭강정으로 높은 만족도를 보입니다. 에어프라이어로 조리하면 더욱 바삭하고, 밥반찬이나 간식으로 인기가 많습니다. 가성비가 좋고 배송도 빨라 자주 구매하는 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069062114_0_0c7936d5.jpg""]",
5687,"숯불닭꼬치는 맛있고 간편한 간식으로 인기가 높습니다. 특히 아이들이 좋아하며, 에어프라이어나 전자레인지로 쉽게 조리할 수 있어 편리합니다. 또한 담백하고 맛있어 자주 구매하는 제품이며, 행사 때 저렴하게 구입할 수 있어 만족도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/068769294_0_482049c0.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/068769294_1_aef5c6c7.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/068769294_2_76618b04.jpg""]",
5688,"맛있고 편리한 닭강정으로 고객 만족도가 높습니다. 간편한 조리와 다양한 맛이 특징이며, 가성비가 좋습니다. 행사 시 저렴하게 구매할 수 있어 인기가 많습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069062108_0_0c7936d5.jpg""]",
5689,"소바바 치킨은 맛있고 편리한 제품입니다. 에어프라이어로 조리하면 특히 맛있고, 간식이나 한 끼 식사로 좋습니다. 아이들이 좋아하며, 가성비가 뛰어나 자주 구매하는 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069733726_0_0ff31738.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069733726_1_e45060d8.jpg""]",
5690,"바삭하고 맛있는 크리스피 순살치킨입니다. 에어프라이어로 간편하게 조리할 수 있어 편리하며, 소스도 함께 제공되어 더욱 맛있습니다. 가족들, 특히 아이들이 좋아하는 간식으로 인기가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071059243_0_9684a61f.jpg""]",
5691,"맛있고 간편한 치킨으로 집에서 즐기기 좋습니다. 겉은 바삭하고 속은 촉촉하며, 단맛과 매콤함이 조화롭습니다. 특히 에어프라이어로 조리하면 더욱 맛있습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070587258_0_27411cbb.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070587258_1_cb4ec635.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070587258_2_70d22c41.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070587258_3_30985fe4.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070587258_4_9facb7c1.jpg""]",
5692,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071203856_0_7ed7ca00.jpg""]",
5693,"숯불 데리야끼 닭꼬치는 맛있고 편리한 간식입니다. 에어프라이어로 쉽게 조리할 수 있으며, 아이들도 좋아합니다. 가성비가 좋고 간이 적당해 술안주나 반찬으로도 인기가 있습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/068769305_0_a99a8d22.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/068769305_1_76618b04.jpg""]",
5694,에어프라이기에 조리하기 좋고 바삭하며 맛있는 치킨입니다. 양도 충분하고 편리하게 즐길 수 있어 만족도가 높습니다.,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/136662817_0_d1665f1b.jpg""]",
5695,"에어프라이어로 간편하게 조리할 수 있는 저렴한 치킨 간식입니다. 맛있고 가족들이 좋아하며, 특히 아이들에게 인기가 있습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071059289_0_80777d57.jpg""]",
5696,,,,,"",..
5697,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070587304_0_0f5a5d5b.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070587304_1_1994967f.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070587304_2_ef9dad98.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070587304_3_3b951d98.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070587304_4_7069024f.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070587304_5_4b1aaa5f.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070587304_6_cc8aa967.jpg""]",
5698,"숯불 대파 닭꼬치는 맛있고 편리한 제품입니다. 특히 파의 달달함과 고기의 조화가 뛰어나며, 간편하게 조리할 수 있어 안주로 인기가 높습니다. 에어프라이어나 오븐에서 쉽게 조리할 수 있어 편리하고, 캠핑이나 야외 바베큐에도 적합합니다. 가성비가 좋아 자주 구매하는 고객들이 많습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070282025_0_482049c0.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070282025_1_8ed595e2.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070282025_2_76618b04.jpg""]",
5699,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071215744_0_8fdeff76.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071215744_1_e7e4d7d2.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071215744_2_7c723913.jpg""]",
5700,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071215750_0_759b4e42.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071215750_1_7762c1a5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071215750_2_7c723913.jpg""]",
5701,"사세 치킨은 맛있고 편리한 제품입니다. 에어프라이어나 오븐에 구우면 특히 맛있으며, 간편하게 조리할 수 있습니다. 가격도 저렴하고 배송도 빨라 고객 만족도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069111881_0_5b96bddc.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069111881_1_5e459aa2.jpg""]",
5702,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070936042_0_99afb61f.jpg""]",
5703,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071059254_0_aca0f2fb.jpg""]",
5704,"간편하고 맛있는 에어프라이어용 치킨봉입니다. 쉽게 조리할 수 있어 자주 구매하는 제품이며, 저렴한 가격으로 인기가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071035904_0_6ef6e8ce.jpg""]",
5705,BBQ 속안심 치킨은 맛있고 편리합니다. 바삭하고 부드러우며 약간 매콤한 맛이 특징입니다. 에어프라이어로 간편하게 조리할 수 있어 좋습니다. 가격도 저렴하고 품질이 우수하여 고객 만족도가 높습니다.,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070844853_0_7d87d60a.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070844853_1_adb18b7e.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070844853_2_37394d47.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070844853_3_d77a4b9e.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070844853_4_86520d94.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070844853_5_934dd87c.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070844853_6_fc3b0f8b.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070844853_7_a70476c7.jpg""]",
5706,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071295319_0_3945d276.jpg""]",
5707,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071295302_0_d9257fe6.jpg""]",
5708,할인된 가격으로 구매하여 매우 만족스럽습니다. 맛있고 품질이 좋아 자주 구매하는 제품입니다.,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071071884_0_86b4ee8b.jpg""]",
5709,가격이 합리적이고 배송이 빠른 이 제품은 맛있고 부드러운 가슴살로 만들어졌습니다. 특히 팬에 구워 치즈가루를 뿌리면 더욱 맛있게 즐길 수 있어 많은 고객들이 재구매하고 있습니다.,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071071861_0_f6246f05.jpg""]",
5710,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071059306_0_7e1d41f6.jpg""]",
5711,"맛있고 편리한 치킨 제품입니다. 전자레인지로 간편하게 조리할 수 있으며, 적당한 매콤함과 풍부한 양이 특징입니다. 가격 대비 만족도가 높고 재구매율도 좋습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070587293_0_6127e6e0.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070587293_1_a887b50b.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070587293_2_7d55e4d6.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070587293_3_3643411d.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070587293_4_d753134a.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070587293_5_2650de1f.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070587293_6_ed0d5bf2.jpg""]",
5713,"간편하고 맛있는 볶음밥입니다. 특히 고소한 맛과 편리한 조리법이 장점이며, 아이들도 좋아합니다. 또한 다양한 재료를 추가해 먹을 수 있어 활용도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070135828_0_a0fac56d.jpg""]",
5714,"간편하고 맛있는 비빔밥으로 높은 만족도를 보입니다. 특히 저렴한 가격과 빠른 배송이 장점이며, 바쁜 일상에 편리한 한 끼 식사로 인기가 있습니다. 또한 고기 향과 채소가 풍부하여 영양가도 좋습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/126168744_0_ca39260d.jpg""]",
5715,"간편하고 맛있는 우삼겹김치볶음밥입니다. 전자레인지로 쉽게 조리할 수 있어 편리하며, 특히 아이들이 좋아합니다. 또한 저렴한 가격과 행사로 인해 경제적이며, 1인분 포장으로 실용적입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069062235_0_ed137b37.jpg""]",
5716,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071031189_0_f034e1c1.jpg""]",
5717,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071231753_0_e8181400.jpg""]",
5718,"맛있고 간편한 냉동밥으로, 양과 가격이 모두 좋습니다. 특히 불맛 기름이 들어있어 더욱 맛있으며, 전반적인 만족도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071143074_0_de18e2b6.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071143074_1_76618b04.jpg""]",
5719,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071231776_0_53225c51.jpg""]",
5720,"맛있고 간편한 볶음밥으로, 건더기가 많고 비린내가 없습니다. 행사 때 저렴하게 구매할 수 있어 인기가 높으며, 빠른 배송과 편리한 온라인 주문으로 고객 만족도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070291193_0_f958c3b9.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070291193_1_414bab7c.jpg""]",
5721,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071243969_0_b443445f.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071243969_1_1c13be02.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071243969_2_faff3a04.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071243969_3_10b50c6e.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071243969_4_ae98aa64.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071243969_5_ee009824.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071243969_6_0dc420b6.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071243969_7_b1d54d90.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071243969_8_69ff99b3.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071243969_9_06ba9903.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071243969_10_317e10e7.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071243969_11_0fd29e61.jpg""]",
5722,"맛있고 편리한 제품으로, 아이들도 좋아하는 인기 메뉴입니다. 데우거나 에어프라이어로 조리해도 맛이 좋으며, 중독성 있는 맛으로 자주 구매하게 됩니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071031108_0_f034e1c1.jpg""]",
5723,"신제품 바바김밥은 맛있고 간이 잘 되어 있습니다. 속 재료가 단촐하지만 맛깔스러우며, 고객들의 만족도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071275902_0_b443445f.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071275902_1_d8883f19.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071275902_2_faff3a04.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071275902_3_10b50c6e.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071275902_4_ae98aa64.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071275902_5_ee009824.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071275902_6_0dc420b6.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071275902_7_b1d54d90.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071275902_8_69ff99b3.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071275902_9_06ba9903.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071275902_10_317e10e7.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071275902_11_0fd29e61.jpg""]",
5724,"배송이 빠르고 맛있는 제품입니다. 간편하게 조리할 수 있어 편리하며, 참치와 야채가 잘 어우러져 있습니다. 특히 개별 포장되어 보관이 용이하고, 가성비가 좋아 자주 구매하는 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071031039_0_d2e34043.jpg""]",
5725,"맛있고 간편한 냉동 참치김밥입니다. 가성비가 좋고 품질도 우수합니다. 전자레인지로 쉽게 조리할 수 있어 편리하며, 특히 행사 때 저렴하게 구매할 수 있습니다. 맛과 양이 만족스러워 자주 구매하는 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982343_0_c28c0719.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982343_1_9ec58f04.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982343_2_1f8d044a.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982343_3_d4fc8db2.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982343_4_fa3a5c15.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982343_5_1de7c5fb.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982343_6_1429ce6c.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982343_7_cd1c964f.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982343_8_1f4ba58e.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982343_9_51a5b4d8.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982343_10_3b14eedf.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982343_11_8b1bee10.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982343_12_d983faf1.jpg""]",
5726,"통새우볶음밥은 간편하고 맛있는 한 끼 식사로 인기가 높습니다. 특히 아이들이 좋아하며, 바쁠 때나 캠핑 시 편리합니다. 새우가 풍부하고 야채도 다양해 영양가도 좋습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/113248900_0_2ae6f874.jpg""]",
5727,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071143068_0_09181ef6.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071143068_1_76618b04.jpg""]",
5728,"간편하고 맛있는 볶음밥으로, 국산 쌀과 풍부한 해산물이 들어있어 인기가 높습니다. 특히 새우가 많고 다양한 야채와 오징어가 포함되어 있어 맛과 영양이 뛰어납니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071167915_0_6f4b45a9.jpg""]",
5729,풀무원 7가지 야채와 닭가슴살 볶음밥은 맛있고 간편한 제품입니다. 짜지 않고 건강한 맛으로 특히 아이들에게 좋습니다. 또한 단백질 함량이 높고 야채가 푸짐해 영양가도 뛰어납니다.,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/113248889_0_d5031fea.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/113248889_1_e0b58a39.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/113248889_2_367c1e79.jpg""]",
5730,"맛있고 편리한 냉동 김밥입니다. 전자레인지로 간편하게 조리할 수 있어 좋고, 특히 매콤한 맛이 일품입니다. 가격도 저렴하고 배송도 빨라 만족도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982337_0_c28c0719.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982337_1_536d66eb.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982337_2_1f8d044a.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982337_3_d4fc8db2.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982337_4_fa3a5c15.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982337_5_1de7c5fb.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982337_6_1429ce6c.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982337_7_cd1c964f.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982337_8_1f4ba58e.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982337_9_51a5b4d8.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982337_10_3b14eedf.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982337_11_8b1bee10.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982337_12_d983faf1.jpg""]",
5731,"간편하고 맛있는 냉동김밥으로 고객 만족도가 높습니다. 전자레인지로 쉽게 조리할 수 있어 편리하며, 특히 야채김밥이 인기가 있습니다. 가격 대비 만족스러운 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982320_0_c28c0719.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982320_1_b89efb15.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982320_2_1f8d044a.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982320_3_d4fc8db2.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982320_4_fa3a5c15.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982320_5_1de7c5fb.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982320_6_1429ce6c.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982320_7_cd1c964f.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982320_8_1f4ba58e.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982320_9_51a5b4d8.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982320_10_3b14eedf.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982320_11_8b1bee10.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070982320_12_d983faf1.jpg""]",
5732,"간편하고 맛있는 볶음밥으로 아이들에게 인기가 높습니다. 전자레인지로 쉽게 조리할 수 있어 한 끼 식사로 편리하며, 특히 적당한 매콤함이 특징입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/125110077_0_aa6afc66.jpg""]",
5733,맛있고 저렴한 참치김치볶음밥은 아이들에게 인기가 많습니다. 빠른 배송과 할인 혜택도 제공됩니다.,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071167938_0_226356b1.jpg""]",
